year,Sector_Name,sector,value
2023,Basic metals,p3.5.2,2.934
2023,Fabricated metal products,p3.5.3,7.041
2023,"Produk elektrik, elektronik dan optikal",p3.6,-1.593
2023,Machinery and equipment,p3.6.1,-1.974
2023,Computers and peripheral equipment,p3.6.2,4.681
2023,Electrical equipment,p3.6.3,2.007
2023,"Electronic components & boards, communication equipment and consumer electronics",p3.6.4,-2.986
2023,"Manufacture of medical, precision & optical instrument, watches and clocks",p3.6.5,6.82
2023,"Peralatan pengangkutan, pembuatan lain dan pembaikan",p3.7,2.452
2023,Motor vehicles and transport equipment,p3.7.1,3.555
2023,Furniture,p3.7.2,-4.527
2023,Other manufacturing and repair & installation of machinery and equipment,p3.7.3,3.118
2023,Construction,p4,6.051
2023,Buildings,p4.1,0.842
2023,Residential buildings,p4.1.1,2.442
2023,Non-residential buildings,p4.1.2,-0.452
2023,Civil engineering,p4.2,14.503
2023,Specialised construction activities,p4.3,6.544
2023,Services,p5,5.118
2023,"Utilities, transportation & storage and information & communication",p5.1,6.28
2023,Electricity and gas,p5.1.1,2.198
2023,"Water, sewerage and waste management",p5.1.2,4.032
2023,Transportation and storage,p5.1.3,13.843
2023,Land transport,p5.1.3.1,15.342
2023,Water transport,p5.1.3.2,11.971
2023,Air transport,p5.1.3.3,34.556
2023,Port and airport operation,p5.1.3.4,10.279
2023,Highway operation,p5.1.3.5,14.072
2023,Support activities for transportation,p5.1.3.6,12.367
2023,Postal and courier ,p5.1.3.7,6.777
2023,Information and communication,p5.1.4,3.571
2023,Publishing and broadcasting activities ,p5.1.4.1,6.291
2023,Telecommunications,p5.1.4.2,3.214
2023,Computer and information service activities,p5.1.4.3,3.736
2023,"Wholesale and retail trade, food & beverage and accommodation",p5.2,6.114
2023,Wholesale and retail trade ,p5.2.1,5.853
2023,Wholesale trade,p5.2.1.1,4.655
2023,Retail trade,p5.2.1.2,6.197
2023,Motor vehicles,p5.2.1.3,8.969
2023,Food and beverage,p5.2.2,2.494
2023,Accommodation,p5.2.3,29.166
2023,"Finance and insurance, real estate and business services",p5.3,1.896
2023,Finance,p5.3.1,-0.829
2023,Monetary intermediation,p5.3.1.1,-3.664
2023,Other financial intermediation and activities auxiliary to finance,p5.3.1.2,15.039
2023,Insurance,p5.3.2,-6.54
2023,Insurance and pension funding,p5.3.2.1,-6.907
2023,Activities auxiliary to insurance,p5.3.2.2,8.397
2023,Real estate,p5.3.3,4.242
2023,Business services,p5.3.4,10.674
2023,"Professional, scientific and technical ",p5.3.4.1,9.255
2023,Administrative and support services,p5.3.4.2,14.633
2023,Other services,p5.4,6.294
2023,Private health services,p5.4.1,9.413
2023,Private education services,p5.4.2,7.35
2023,Owner-occupied dwellings,p5.4.3,3.212
2023,Non-profit institutions serving households,p5.4.4,6.151
2023,Domestic services of households,p5.4.5,9.6
2023,Other services not elsewhere classified,p5.4.6,11.286
2023,Government services,p5.5,4.681
2023,General public services,p5.5.01,7.521
2023,Defence,p5.5.02,4.701
2023,Public order and safety,p5.5.03,5.673
2023,Economic affairs,p5.5.04,1.95
2023,Environmental protection,p5.5.05,-5.963
2023,Housing and community amenities,p5.5.06,7.053
2023,Health,p5.5.07,10.559
2023,"Recreation, culture and religion",p5.5.08,-1.37
2023,Education,p5.5.09,1.792
2023,Social protection,p5.5.10,12.586
2023,Import duties,p6,9.581
